show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_num,primary_country,primary_genre,Cluster
1688,1,1189,4303,4081,435,1267,2009,9,0,379,7606,1.0,67,16,3
1689,1,3441,4303,4192,435,1267,2009,9,0,381,7511,1.0,67,16,3
1691,1,686,4303,7636,603,1266,2007,14,138,154,6080,3.0,79,5,2
1692,0,3012,2474,2226,328,1266,2017,11,211,326,3977,91.0,40,12,0
1693,0,3286,2365,5752,444,1266,2019,11,206,220,1551,88.0,69,7,0
1694,1,3383,4508,2135,162,1266,2020,11,0,244,2117,1.0,20,8,2
1695,1,4318,4303,7225,603,1266,2019,12,174,498,7916,6.0,79,31,1
1696,1,4332,4303,3666,603,1266,2020,9,138,452,3942,3.0,79,21,1
1697,1,5383,4303,5372,319,1266,2014,11,0,83,1205,1.0,36,2,2
1698,1,6263,4303,221,603,1266,2020,14,162,432,6149,5.0,79,17,2
1699,1,6388,3924,5399,488,1266,2020,11,0,244,786,1.0,74,8,2
1700,1,6580,4303,4196,435,1266,2019,11,0,384,7634,1.0,67,16,2
1702,1,7887,4303,659,15,1266,2015,13,110,422,6710,2.0,1,17,2
1703,1,8575,4303,4162,583,1266,2020,11,0,97,8773,1.0,78,3,2
1704,0,1987,1252,7263,272,1265,2018,9,12,329,2655,109.0,30,12,3
1705,0,1988,1252,2831,272,1265,2019,9,23,329,3264,118.0,30,12,3
1706,0,2367,3685,280,499,1265,2018,10,12,141,4950,109.0,77,4,3
1707,0,4364,2909,593,251,1265,2020,11,40,54,8708,131.0,29,0,2
1708,0,4480,3078,4526,736,1265,2017,9,211,326,1907,91.0,80,12,0
1709,0,5815,2117,1842,342,1265,2018,11,64,319,2484,152.0,44,12,2
1710,0,7077,60,2967,368,1265,2018,9,182,375,1188,67.0,49,15,0
1711,0,8489,3671,53,326,1265,2018,12,188,200,1078,72.0,39,7,0
1713,0,2448,1133,7486,251,1264,2012,9,201,281,3386,83.0,29,10,0
1714,0,7917,4287,1732,603,1264,2020,11,210,230,7272,90.0,79,7,0
1715,0,416,1617,3962,499,1263,2019,9,9,329,3340,106.0,77,12,3
1716,1,8183,4303,4949,58,1263,2020,13,0,422,7267,1.0,10,17,2
1717,0,8256,816,2040,603,1263,2020,9,103,185,4992,190.0,79,7,3
1718,0,325,4370,251,251,1262,2010,12,36,129,6084,129.0,29,4,2
1719,0,554,3399,22,251,1262,1994,9,73,21,2887,160.0,29,0,3
1720,1,1168,4303,7341,157,1262,2019,11,138,244,509,3.0,19,8,0
1721,0,2984,1108,5301,603,1262,2020,11,204,274,3512,86.0,79,10,0
1722,1,8148,4303,7246,603,1262,2020,11,0,234,4901,1.0,79,8,2
1724,0,3606,4413,7003,603,1261,2020,8,212,344,961,92.0,79,12,0
1725,0,45,1308,7383,302,1260,2020,11,19,319,909,114.0,34,12,2
1726,1,1870,4303,1421,603,1260,2020,11,110,488,629,2.0,79,30,1
1727,1,5825,4303,5300,58,1260,2020,9,110,385,7201,2.0,10,16,3
1728,1,7116,881,551,552,1260,2020,11,0,412,6641,1.0,78,16,2
1729,1,7260,4303,152,58,1260,2020,14,110,440,7233,2.0,10,17,2
1730,0,343,3654,6224,499,1259,2016,9,210,372,3341,90.0,77,15,0
1731,0,3345,1514,2216,326,1259,2019,9,214,373,5570,94.0,39,15,0
1732,1,6125,1561,2657,105,1259,2020,11,110,404,5990,2.0,12,16,2
1733,0,6304,3426,5882,272,1259,2018,12,204,326,3872,86.0,30,12,0
1735,0,880,2953,4956,603,1258,2020,6,207,274,5065,89.0,79,10,0
1736,0,6704,3229,7546,736,1258,2020,11,10,220,126,107.0,80,7,2
1737,0,3554,1914,3221,603,1257,2020,12,176,470,5040,61.0,79,27,1
1738,0,618,14,3212,269,1256,2019,6,213,125,8191,93.0,29,4,0
1739,0,4259,2472,4393,45,1256,2020,10,199,131,5252,81.0,6,4,0
1740,0,5229,400,702,251,1255,2019,9,27,326,475,120.0,29,12,3
1741,1,462,1581,6457,2,1254,2020,11,0,399,5967,1.0,0,16,2
1742,0,922,163,4930,603,1254,2019,7,214,343,750,94.0,79,12,0
1743,0,1890,1282,5947,121,1254,2020,9,211,217,1889,91.0,13,7,0
1744,1,2916,4303,7246,736,1254,2015,12,0,291,5860,1.0,80,11,2
1746,1,3106,4303,7246,736,1254,2020,12,0,446,7101,1.0,80,21,2
1747,0,3960,3862,2482,603,1254,2019,6,7,343,7992,104.0,79,12,3
1748,0,4590,3826,4975,603,1254,2013,9,192,470,5585,76.0,79,27,1
1749,0,5943,3862,3541,603,1254,2020,6,210,143,1102,90.0,79,4,0
1750,0,7762,592,2935,603,1254,2020,8,6,325,762,103.0,79,12,3
1751,1,7842,4303,2148,736,1254,2015,12,0,300,3941,1.0,80,11,2
1752,1,8412,4303,2380,603,1254,2009,9,0,291,5802,1.0,79,11,3
1753,0,441,1924,3165,603,1253,2020,8,29,318,8507,122.0,79,12,3
1754,0,1704,2839,1676,603,1253,2018,11,217,274,16,97.0,79,10,0
1755,0,2687,3099,111,165,1253,2019,11,218,375,8189,98.0,20,15,0
1757,0,2756,170,291,603,1253,2020,13,154,121,6391,42.0,79,4,0
1758,1,3121,4303,1707,603,1253,2020,11,0,498,4592,1.0,79,31,1
1759,0,3252,1836,7246,603,1253,2013,11,210,285,6814,90.0,79,10,0
1760,0,4316,1200,920,603,1253,2008,6,211,125,130,91.0,79,4,0
1761,1,4471,4303,387,407,1253,2019,13,151,422,5201,4.0,59,17,2
1762,0,4482,856,7351,426,1253,2012,9,214,200,385,94.0,66,7,0
1763,1,4506,4303,5967,315,1253,2019,11,138,412,1852,3.0,34,16,0
1764,1,4722,4303,7596,319,1253,2014,12,0,88,2494,1.0,36,2,2
1765,0,4796,3883,2932,251,1253,2020,11,10,375,7870,107.0,29,15,2
1766,1,5171,4303,3839,58,1253,2020,10,0,433,7646,1.0,10,17,2
1768,0,5622,2944,7228,251,1253,2020,11,53,353,2546,143.0,29,13,2
1769,1,5785,4303,127,30,1253,2019,11,0,264,7929,1.0,1,8,2
1770,0,7234,201,4187,603,1253,2020,7,8,201,8327,105.0,79,7,3
1771,0,7249,563,924,603,1253,2007,8,21,230,2784,116.0,79,7,3
1772,0,7963,1937,3514,736,1253,2020,13,126,121,8566,23.0,80,4,2
1773,0,7964,1937,3515,736,1253,2020,13,126,121,2162,23.0,80,4,2
1774,0,7965,1937,6126,736,1253,2020,13,126,121,2392,23.0,80,4,2
1775,0,8535,1056,412,718,1253,2003,6,8,125,4605,105.0,79,4,3
1776,0,1810,2804,1182,603,1252,2020,9,217,513,154,97.0,79,35,1
1777,1,1774,4303,7139,319,1252,2020,9,0,80,3317,1.0,36,2,3
1780,1,2210,4303,5782,691,1252,2019,11,185,241,5605,7.0,79,8,0
1781,1,2800,4303,1240,621,1252,2019,12,162,502,5793,5.0,79,31,1
1782,0,5857,628,1650,45,1252,2020,9,8,220,5887,105.0,6,7,3
1783,1,7166,3920,4016,319,1252,2020,11,0,244,5478,1.0,36,8,2
1784,1,7859,971,3507,483,1252,2020,11,0,244,1775,1.0,73,8,2
1785,0,232,752,7246,603,1251,2020,9,201,285,2161,83.0,79,10,0
1786,0,2183,4492,7620,492,1251,2016,12,12,326,4527,109.0,75,12,2
1787,1,2326,4303,3989,435,1251,2020,11,0,238,774,1.0,67,8,2
1788,0,4208,3108,5459,368,1251,2019,9,16,200,2224,111.0,49,7,3
1789,0,4828,4303,7246,603,1251,2020,11,217,274,1535,97.0,79,10,0
1791,1,4955,4303,5142,506,1251,2020,10,0,104,5583,1.0,78,3,3
1792,0,5679,3757,7257,251,1251,2019,9,41,22,6758,132.0,29,0,3
1793,1,8026,4303,7428,426,1251,2017,11,110,412,2172,2.0,66,16,2
1794,0,962,2933,1262,492,1250,2006,11,5,200,7928,102.0,75,7,2
1795,0,1028,3825,6477,495,1250,2016,11,10,25,62,107.0,75,0,2
1796,0,1184,89,5085,150,1250,2008,11,3,217,473,100.0,18,7,2
1797,0,1552,1520,5402,492,1250,2011,9,20,200,743,115.0,75,7,3
1798,0,2879,2340,1951,492,1250,2016,11,7,219,8257,104.0,75,7,2
1799,0,8790,1294,2579,313,1250,2017,11,15,319,7639,110.0,34,12,2
1800,0,3905,484,7688,492,1250,2016,11,3,217,2556,100.0,75,7,2
1802,0,4035,401,5083,736,1250,2010,11,16,217,7368,111.0,80,7,2
1803,0,5025,4492,7619,492,1250,2009,9,11,217,2903,108.0,75,7,3
1804,0,5278,4492,7623,492,1250,2005,9,7,25,496,104.0,75,0,3
1805,0,7665,3200,3948,603,1250,2019,7,21,310,8041,116.0,79,12,3
1806,0,8482,86,3735,150,1250,2012,9,9,25,8456,106.0,18,0,3
1807,0,114,2691,530,402,1249,2019,9,216,217,7334,96.0,58,7,0
1808,0,4196,1641,3754,251,1249,2020,11,50,329,8311,140.0,29,12,2
1809,0,7419,2022,5090,251,1249,2020,11,10,319,7926,107.0,29,12,2
1810,1,1686,4303,7246,603,1248,2020,12,0,300,4363,1.0,79,11,2
1811,1,7382,4303,339,506,1248,2020,11,151,107,2501,4.0,78,3,0
1813,0,980,4322,5360,251,1247,2020,9,47,25,7279,138.0,29,0,3
1814,0,1038,2263,198,150,1247,2010,11,41,200,1537,132.0,18,7,2
1815,1,4898,4303,6837,435,1247,2017,9,0,379,846,1.0,67,16,3
1816,0,5073,2671,1026,599,1247,2005,11,117,288,3599,208.0,78,10,2
1817,0,6258,239,196,150,1247,2006,9,8,217,4587,105.0,18,7,3
1818,0,6866,2836,3124,171,1247,2011,7,4,199,8550,101.0,20,7,3
1819,0,7066,87,190,150,1247,2010,9,31,52,6018,124.0,18,0,3
1820,0,7309,85,7587,150,1247,2009,9,213,331,452,93.0,18,12,0
1821,0,7637,2902,797,150,1247,2008,9,15,326,8270,110.0,18,12,3
1822,0,8793,86,197,150,1247,2009,9,20,200,5542,115.0,18,7,3
1824,1,8794,4303,867,736,1247,2019,9,0,412,576,1.0,80,16,3
1825,1,350,4303,5983,506,1246,2020,11,110,108,6266,2.0,78,3,0
1826,1,2105,4303,6484,736,1246,2011,12,0,433,6445,1.0,80,17,2
1827,0,3851,698,5255,251,1246,2019,9,10,375,6688,107.0,29,15,3
1828,1,4194,4303,5747,492,1246,2020,11,0,417,8520,1.0,75,16,2
1829,0,8738,3002,3694,251,1246,2020,11,188,470,5882,72.0,29,27,1
1830,1,2710,4303,803,322,1245,2020,9,0,77,1613,1.0,36,2,3
1831,0,4903,4304,1144,272,1245,2016,10,10,217,1943,107.0,30,7,3
1832,0,4904,4304,5927,272,1245,2019,9,215,217,4128,95.0,30,7,0
1833,1,7270,4303,7288,342,1245,2020,11,138,399,4754,3.0,44,16,0
1835,0,7952,1529,2829,272,1245,2019,9,95,326,63,180.0,30,12,3
1836,0,8012,4473,4201,435,1245,2020,11,44,375,7684,135.0,67,15,2
1837,1,312,4303,173,603,1244,2020,12,0,302,180,1.0,79,11,2
1838,0,1560,3358,7246,603,1244,2020,11,205,285,3775,87.0,79,10,0
1839,0,7613,3188,4820,394,1244,2018,11,214,375,1564,94.0,55,15,0
1840,0,7713,3049,131,368,1244,2019,11,8,326,5279,105.0,49,12,2
1841,0,7730,2581,5620,444,1244,2019,11,213,375,8499,93.0,69,15,0
1842,0,7888,2306,7463,94,1244,2020,6,212,125,3857,92.0,10,4,0
1843,1,8612,4303,7246,506,1244,2020,9,0,104,6108,1.0,78,3,3
1844,1,1076,4303,4743,319,1243,2006,9,162,80,2011,5.0,36,2,0
1846,1,4571,3649,7039,603,1243,2020,11,0,487,3069,1.0,79,30,1
1847,1,5047,4303,5309,401,1243,2018,11,0,241,3713,1.0,57,8,2
1848,1,1676,4303,3866,603,1242,2020,11,0,446,2977,1.0,79,21,2
1849,1,7496,4303,1928,603,1242,2020,11,0,487,7423,1.0,79,30,1
1850,0,8347,332,6616,251,1242,2020,9,54,200,2674,144.0,29,7,3
1851,1,1542,4303,7246,251,1241,2019,13,0,422,7004,1.0,29,17,2
1852,1,7347,4303,4211,435,1241,2020,9,0,238,777,1.0,67,8,3
1853,1,8,4303,3914,603,1240,2020,11,0,487,5114,1.0,79,30,1
1854,0,734,2946,5134,492,1240,2018,11,4,217,3549,101.0,75,7,2
1855,0,2143,2105,6294,165,1240,2020,11,199,332,996,81.0,20,12,0
1857,1,2194,4303,6456,342,1240,2020,11,110,241,7349,2.0,44,8,2
1858,1,2968,4303,7371,251,1240,2020,11,0,243,1232,1.0,29,8,2
1859,0,5880,873,1721,212,1240,2020,11,215,326,5811,95.0,22,12,0
1860,0,6190,1463,7400,603,1240,2020,8,24,318,5666,119.0,79,12,3
1861,0,7402,1287,4702,458,1240,2019,11,28,375,1377,121.0,69,15,2
1862,0,409,2414,5404,738,1239,2019,11,206,200,5381,88.0,81,7,0
1863,1,2377,70,2236,162,1239,2020,11,110,403,3891,2.0,20,16,2
1864,1,2400,4303,4312,296,1239,2020,11,138,242,1234,3.0,33,8,0
1865,0,2897,1230,3524,730,1239,2016,7,9,185,7934,106.0,79,7,3
1866,0,3544,2013,809,603,1239,2015,6,24,142,1720,119.0,79,4,3
1868,0,4486,1088,4800,45,1239,2020,11,178,470,3042,63.0,6,27,1
1869,0,5627,1625,4427,603,1239,2015,8,200,185,5429,82.0,79,7,0
1870,0,6606,197,795,492,1239,2019,10,215,129,2268,95.0,75,4,0
1871,0,2510,1089,7536,388,1238,2018,9,213,329,4915,93.0,54,12,0
1872,0,4632,1181,6856,251,1238,2019,12,27,199,5358,120.0,29,7,2
1873,1,7303,4303,7246,603,1238,2020,11,0,234,6411,1.0,79,8,2
1874,0,8652,2303,7325,251,1238,2020,11,57,329,8249,147.0,29,12,2
1875,0,1519,2704,1373,603,1237,2020,11,169,470,2987,55.0,79,27,1
1876,0,5035,4257,3168,368,1237,2018,9,10,326,2270,107.0,49,12,3
1877,0,4683,3108,5456,368,1236,2018,9,212,200,7507,92.0,49,7,0
1879,0,6672,4303,5756,603,1236,2019,9,203,274,3984,85.0,79,10,0
1880,0,1619,1823,6030,58,1235,2019,11,218,50,4418,98.0,10,0,0
1881,1,1216,4303,289,603,1234,2020,11,0,487,7542,1.0,79,30,1
1882,0,3908,4303,7246,605,1234,2020,11,212,283,5690,92.0,79,10,0
1883,0,4227,1035,6263,561,1234,2020,11,4,220,3263,101.0,78,7,2
1884,0,6120,1457,7661,162,1234,2019,11,17,200,4586,112.0,20,7,2
1885,0,7466,1790,6478,603,1234,2020,10,6,134,7655,103.0,79,4,3
1886,1,7812,3967,7384,302,1234,2019,11,0,244,6629,1.0,34,8,2
1887,0,7997,124,7224,603,1234,2020,6,211,309,715,91.0,79,12,0
1888,1,3055,4303,4035,319,1233,2019,9,110,81,207,2.0,36,2,3
1891,1,7006,4303,7246,736,1233,2020,11,0,385,6222,1.0,80,16,2
1892,0,1171,3234,4722,388,1232,2019,11,216,200,1830,96.0,54,7,0
1893,0,7367,2508,5369,603,1232,2010,6,7,13,4504,104.0,79,0,3
1894,0,7992,774,7048,603,1231,2017,11,181,470,3065,66.0,79,27,1
1895,0,4613,1137,7005,603,1230,2019,11,201,318,753,83.0,79,12,0
1896,0,7158,3795,1117,603,1230,2017,8,16,318,767,111.0,79,12,3
1897,0,1828,3151,3250,603,1229,2019,11,210,348,4274,90.0,79,13,0
1898,0,7341,4474,1500,288,1229,2017,8,28,325,1151,121.0,32,12,3
1899,0,565,3469,2424,603,1228,2019,8,28,0,5968,121.0,79,0,3
1900,1,2199,4303,2867,96,1228,2013,11,110,400,474,2.0,11,16,2
1902,0,1624,2785,1948,603,1227,2020,11,206,20,2369,88.0,79,0,0
1903,1,4019,4303,1648,603,1227,2019,9,110,504,2850,2.0,79,31,1
1904,0,4688,3142,7246,444,1227,2020,11,171,281,371,57.0,69,10,0
1905,0,7069,384,6771,533,1227,2017,8,10,199,6514,107.0,78,7,3
1906,0,6423,108,7246,319,1226,2020,9,163,5,1465,5.0,36,0,0
1907,0,8381,1548,7593,319,1226,2019,12,211,71,678,91.0,36,1,0
1908,0,372,2935,457,251,1225,1990,9,89,326,133,174.0,29,12,3
1909,0,1243,2168,267,271,1225,2015,9,67,39,1684,155.0,29,0,3
1910,0,1475,3392,3830,251,1225,2012,14,205,121,2326,87.0,29,4,0
1911,1,1651,4303,3887,603,1225,2015,9,174,487,8240,6.0,79,30,1
1913,0,1848,962,1702,470,1225,2020,11,193,470,6298,77.0,70,27,1
1914,0,2063,4126,66,271,1225,2008,9,52,200,7371,142.0,29,7,3
1915,0,2127,3411,1858,251,1225,1984,9,85,39,659,170.0,29,0,3
1916,0,2128,2527,6513,251,1225,1998,9,78,200,4182,165.0,29,7,3
1917,0,2580,3377,464,251,1225,1980,9,74,39,2798,161.0,29,0,3
1918,0,2811,3340,2810,251,1225,2013,9,54,200,6192,144.0,29,7,3
1919,0,2864,2527,6344,251,1225,1993,9,59,39,5016,149.0,29,0,3
1920,0,2964,4367,6634,251,1225,2014,9,44,200,5457,135.0,29,7,3
1921,1,3202,4303,7246,603,1225,2020,11,0,234,7502,1.0,79,8,2
1922,0,3222,3855,7275,251,1225,2014,9,40,220,1068,131.0,29,7,3
1924,0,3683,3933,242,251,1225,2005,9,33,353,7412,126.0,29,13,3
1925,0,3689,2166,462,251,1225,2006,9,105,329,7628,192.0,29,12,3
1926,0,3691,2166,455,251,1225,2001,9,118,326,8713,209.0,29,12,0
1927,0,3699,3038,6525,251,1225,2003,9,100,200,2449,187.0,29,7,3
1928,0,3713,3838,6006,251,1225,2016,9,47,200,5871,138.0,29,7,3
1929,0,3879,2166,6516,251,1225,1998,9,98,200,5676,185.0,29,7,3
1930,0,4336,4351,6531,251,1225,2015,9,53,220,2368,143.0,29,7,3
1931,1,4376,4303,7246,506,1225,2020,11,138,108,5366,3.0,78,3,0
1932,0,4589,3393,7246,251,1225,2014,14,217,150,5341,97.0,29,4,0
1933,0,4819,3320,5760,251,1225,1987,9,87,22,4064,172.0,29,0,3
1935,1,5517,4303,6381,736,1225,2019,14,138,86,2631,3.0,80,2,2
1936,1,6025,4303,7171,319,1225,1986,9,174,75,105,6.0,36,2,0
1937,0,5994,251,5362,251,1225,2020,11,6,319,5314,103.0,29,12,2
1938,1,6629,4303,7246,506,1225,2020,11,110,100,6972,2.0,78,3,0
1939,1,7287,4303,2799,603,1225,2020,11,0,487,4002,1.0,79,30,1
1940,0,7429,3481,4778,360,1225,2017,10,201,121,2185,83.0,47,4,0
1941,0,7696,1299,4062,603,1225,2010,8,10,321,6804,107.0,79,12,3
1942,1,7890,4303,2638,506,1225,2020,11,138,108,6466,3.0,78,3,0
1943,0,8289,3463,2106,251,1225,2014,9,19,200,2429,114.0,29,7,3
1944,1,8506,4303,7518,105,1225,2020,9,110,393,7362,2.0,12,16,3
1946,0,8607,1346,887,603,1225,2018,8,213,348,3097,93.0,79,13,0
1947,0,271,3435,5924,251,1224,2020,14,203,121,3544,85.0,29,4,0
1948,1,394,4303,3981,251,1224,2019,10,0,434,3943,1.0,29,17,2
1949,1,779,4349,4830,736,1224,2019,14,0,422,7691,1.0,80,17,2
1950,0,1846,4303,7246,603,1224,2020,11,203,470,3152,85.0,79,27,1
1951,0,2837,988,5259,603,1224,2016,6,40,144,3554,131.0,79,4,3
1952,0,3368,3989,6659,58,1224,2017,11,4,324,6259,101.0,10,12,2
1953,0,5346,3402,4351,251,1224,2019,11,10,319,4678,107.0,29,12,2
1954,0,5592,3694,5310,603,1224,2018,9,202,513,8008,84.0,79,35,1
1955,0,7980,1384,6112,86,1224,2019,8,7,289,6850,104.0,10,10,3
1957,1,8131,4303,5920,736,1224,2019,13,0,422,4005,1.0,80,17,2
1958,0,3711,1068,1927,251,1223,2020,9,73,200,177,160.0,29,7,3
1959,1,5958,4303,1361,435,1223,2020,11,0,238,886,1.0,67,8,2
1960,0,5915,2868,7476,603,1222,2019,8,6,0,2307,103.0,79,0,3
1961,0,2090,4094,5366,603,1221,2020,13,158,125,5003,46.0,79,4,0
1962,1,2939,4303,1442,603,1221,2019,11,110,255,128,2.0,79,8,2
1963,1,3956,4303,5708,251,1221,2019,11,0,403,5896,1.0,29,16,2
1964,0,4474,2991,4586,251,1221,2020,11,17,200,3244,112.0,29,7,2
1965,1,5318,4303,3055,603,1221,2020,11,138,265,444,3.0,79,8,0
1966,0,7072,3179,2516,58,1221,2020,11,201,52,2217,83.0,10,0,0
1968,0,7941,1171,2034,58,1221,2019,9,188,281,6949,72.0,10,10,0
1969,0,8187,4207,4948,58,1221,2020,13,130,121,6186,24.0,10,4,2
1970,0,8263,3332,4572,603,1221,2020,11,7,318,1427,104.0,79,12,2
1971,1,8453,4303,3496,736,1221,2020,11,0,378,3570,1.0,80,16,2
1972,0,8610,4515,1544,247,1221,2019,13,188,121,2628,72.0,27,4,0
1973,1,136,4303,5172,736,1220,2020,11,110,80,6075,2.0,80,2,0
1974,0,2935,2987,1454,488,1220,2019,11,18,329,8454,113.0,74,12,2
1975,0,4358,2659,7246,212,1220,2020,10,119,281,683,21.0,22,10,0
1976,1,8298,4303,6611,212,1220,2020,11,0,412,58,1.0,22,16,2
1977,0,945,11,951,603,1219,2019,6,3,137,6906,100.0,79,4,3
1979,0,1737,4303,7246,603,1219,2020,8,11,274,536,108.0,79,10,3
1980,0,1754,4109,2262,247,1219,2018,11,219,326,3330,99.0,27,12,0
1981,0,7559,4517,3098,444,1219,2020,11,7,361,2435,104.0,69,14,2
1982,0,8055,3412,7123,603,1218,2020,11,186,470,7375,70.0,79,27,1
1983,1,2572,4303,6048,33,1217,2020,11,0,244,3393,1.0,2,8,2
1984,1,3476,4303,3108,484,1216,2020,9,0,385,5316,1.0,73,16,3
1985,1,813,4303,437,736,1215,2020,13,110,422,2603,2.0,80,17,2
1986,0,198,1318,7246,2,1214,2020,9,213,284,5083,93.0,0,10,0
1987,1,617,4303,7149,736,1214,2020,14,110,433,4108,2.0,80,17,2
1988,1,1992,4303,5173,686,1214,2020,14,110,86,8322,2.0,79,2,2
1990,0,2211,1358,1993,342,1214,2017,9,215,319,2543,95.0,44,12,0
1991,1,2846,4303,733,603,1214,2020,12,151,438,8337,4.0,79,17,2
1992,1,6178,4303,5411,603,1214,2020,11,0,498,2182,1.0,79,31,1
1993,1,6255,4303,7,251,1214,2020,11,0,244,2428,1.0,29,8,2
1994,1,7128,4303,1980,506,1214,2020,9,0,109,7461,1.0,78,3,3
1995,1,7412,4303,442,506,1214,2020,12,0,107,1417,1.0,78,3,2
1996,1,7996,1203,7246,603,1214,2020,11,0,234,1489,1.0,79,8,2
1997,0,8244,1312,591,302,1214,2020,11,12,331,2234,109.0,34,12,2
1998,1,8342,4303,5481,162,1214,2020,11,0,413,82,1.0,20,16,2
1999,0,93,1991,5448,603,1213,2019,8,211,362,6251,91.0,79,14,0
2002,0,474,4101,6967,322,1213,2020,11,191,5,5567,75.0,36,0,0
2003,0,4467,2542,4559,412,1213,2020,9,3,217,1412,100.0,60,7,3
2004,0,459,4071,6578,603,1212,2017,8,215,337,5633,95.0,79,12,0
2005,1,1311,4303,386,470,1212,2020,11,0,412,2364,1.0,70,16,2
2006,0,4257,2684,3703,319,1212,2017,6,18,73,5337,113.0,36,1,3
2007,1,8638,4303,3741,354,1212,2019,11,0,244,4117,1.0,47,8,2
2008,0,8674,3303,7246,506,1212,2016,9,211,289,6022,91.0,78,10,0
2009,0,932,1830,947,603,1211,2020,11,177,470,3471,62.0,79,27,1
2010,1,6250,4303,3434,598,1211,2020,14,0,111,3012,1.0,78,3,2
2011,1,8478,4303,7262,603,1211,2018,11,0,291,7404,1.0,79,11,2
2013,0,6136,3776,6893,603,1210,2014,8,213,185,7515,93.0,79,7,0
2014,0,1286,2960,5264,251,1209,2019,9,44,375,5566,135.0,29,15,3
2015,0,1979,1937,3511,736,1209,2019,13,126,121,1736,23.0,80,4,2
2016,0,1980,1937,3512,736,1209,2019,13,126,121,2170,23.0,80,4,2
2017,1,3746,2504,7246,603,1209,2019,11,0,291,6973,1.0,79,11,2
2018,0,6547,1937,3513,736,1209,2019,13,126,121,7170,23.0,80,4,2
2019,0,3503,2984,5692,251,1208,2020,11,4,220,6085,101.0,29,7,2
2020,1,22,4303,7644,603,1207,2020,9,0,300,5595,1.0,79,11,3
2021,0,740,3976,6243,426,1207,2018,9,218,200,3990,98.0,66,7,0
2022,1,1100,4303,2820,370,1207,2020,11,0,418,6526,1.0,50,16,2
2024,0,2753,3128,7488,15,1207,2020,12,6,138,426,103.0,1,4,2
2025,0,3666,3975,6751,603,1207,2019,11,9,318,1333,106.0,79,12,2
2026,1,3817,2280,3557,442,1207,2020,11,110,381,8510,2.0,67,16,2
2027,0,4184,2449,495,603,1207,2020,8,215,309,3205,95.0,79,12,0
2028,0,4624,2753,717,492,1207,2019,9,41,326,6019,132.0,75,12,3
2029,1,7853,4303,5405,249,1207,2020,11,0,244,2216,1.0,28,8,2
2030,1,1998,4303,7246,603,1206,2020,11,110,234,3951,2.0,79,8,2
2031,1,5200,4303,6638,603,1206,2020,9,138,461,4475,3.0,79,23,1
2032,1,7005,4303,2454,50,1206,2020,11,0,385,2759,1.0,6,16,2
2033,0,1360,2049,2448,86,1205,2020,14,200,121,8731,82.0,10,4,0
2035,0,4413,2505,4603,603,1205,2020,11,187,470,5283,71.0,79,27,1
2036,0,6361,3853,7246,383,1204,2020,12,72,138,4881,16.0,51,4,2
2037,0,400,4263,3857,736,1203,2017,11,7,217,7309,104.0,80,7,2
2038,0,436,73,1367,426,1203,2017,11,195,329,2377,79.0,66,12,0
2039,0,2863,3633,3974,251,1203,2020,11,27,326,7846,120.0,29,12,2
2040,0,3285,795,2352,162,1203,2019,11,200,319,1271,82.0,20,12,0
2041,0,4599,3962,5008,603,1203,2019,11,20,288,7633,115.0,79,10,2
2042,0,6484,3237,4687,603,1203,2020,8,16,20,6178,111.0,79,0,3
2043,0,8214,906,895,444,1203,2020,11,15,375,321,110.0,69,15,2
2044,1,8237,4303,1705,603,1203,2020,11,110,291,2126,2.0,79,11,2
2046,0,140,4001,1000,368,1202,2016,12,28,332,4159,121.0,49,12,2
2047,0,573,4277,400,736,1202,2020,9,75,22,1822,162.0,80,0,3
2048,1,4584,4303,6304,251,1202,2020,13,0,433,3991,1.0,29,17,2
2049,0,8073,2297,719,488,1202,2019,11,11,218,1883,108.0,74,7,2
2050,0,676,862,1536,404,1201,2010,11,99,326,23,186.0,58,12,2
2051,0,4088,3805,4289,603,1201,2019,11,21,288,7065,116.0,79,10,2
2052,0,7068,862,5098,402,1201,2005,8,66,326,6653,154.0,58,12,3
2053,1,8354,671,5605,444,1201,2016,9,151,391,4319,4.0,69,16,0
2054,0,2550,39,2059,621,1200,2018,8,8,362,4162,105.0,79,14,3
2055,0,4262,2472,4392,45,1200,2019,13,187,131,7353,71.0,6,4,0
2057,0,6762,2598,6983,603,1200,2020,11,176,470,6058,61.0,79,27,1
2058,0,7370,415,1866,251,1200,2019,9,42,319,876,133.0,29,12,3
2059,0,8264,4516,5397,426,1200,2019,11,218,326,7363,98.0,66,12,0
2060,0,8406,2519,46,506,1200,2011,8,24,337,7041,119.0,78,12,3
2061,0,2382,2886,1696,603,1199,2020,11,176,470,3648,61.0,79,27,1
2062,1,393,4303,6719,319,1198,2014,9,0,77,6331,1.0,36,2,3
2063,1,741,4303,7393,212,1198,2020,11,138,244,88,3.0,22,8,0
2064,0,976,3927,6844,251,1198,2019,9,39,200,3235,130.0,29,7,3
2065,1,1307,4303,6750,736,1198,2020,13,0,422,4006,1.0,80,17,2
2066,0,1309,2911,2149,736,1198,2019,13,14,121,4627,11.0,80,4,2
2068,0,2543,2724,4933,603,1198,2016,11,205,344,1157,87.0,79,12,0
2069,0,3215,2671,911,594,1198,2011,6,34,138,5205,127.0,78,4,3
